area,cement_kg,steel_kg,labor_hours,location_index,total_cost
1059,338,43700,743,0,1026239
1898,328,42454,504,2,1859647
2303,330,42917,947,2,2255689
2854,318,48723,713,1,2717059
1165,319,42013,568,1,1210693
2457,322,48241,919,2,2268670
2261,342,46374,997,1,2141052
2824,326,48059,835,1,2601820
1590,329,42489,911,0,1402356
1546,320,42984,808,1,1523945
1112,343,42960,835,1,1151143
1337,334,43782,714,0,1190746
1720,348,48767,941,2,1853275
1877,306,48350,978,1,1784179
2290,321,47983,462,1,2012552
1597,309,43869,431,2,1538573
1147,322,45304,998,1,1183417
1072,314,47692,610,2,1172745
1519,329,44644,862,0,1378716
2573,333,48838,962,2,2412940
1484,312,47358,974,2,1600967
2926,359,46345,479,2,2532694
1421,303,47702,742,0,1310198
2839,317,46835,631,2,2666748
1746,355,45668,528,2,1698179
1306,322,46401,418,0,1166844
2382,332,49630,756,1,2165736
1043,333,47902,818,1,1237036
1305,333,48032,480,2,1410114
1221,335,43825,517,0,1058010
2672,334,45307,893,0,2402007
1992,316,45362,891,2,2112696
1129,327,45110,624,2,1238034
1449,313,49141,818,1,1467704
2264,333,44765,536,1,2090171
1190,347,46278,625,2,1243006
2319,310,45770,733,0,1930167
1180,356,44692,628,2,1299847
1541,312,42029,722,0,1355890
2810,332,47507,507,1,2459839
1619,356,42766,844,2,1737318
1472,354,49310,406,0,1309681
2571,301,42614,527,1,2309418
2011,333,49586,752,2,1974377
1729,352,43004,666,2,1706080
2339,328,44121,613,1,2079173
1712,336,45126,646,2,1807299
1443,303,45009,994,1,1585657
1226,311,45819,773,0,1209472
1301,325,49739,820,2,1411981
1529,357,42023,440,1,1377610
2083,327,46059,747,1,2072812
2918,302,45093,960,0,2568666
1256,319,48571,542,2,1355599
1090,309,47151,540,1,1070281
1719,351,44910,964,1,1724448
2769,317,48482,506,1,2426709
1555,352,43970,432,2,1499623
2458,352,48100,599,2,2291680
2634,352,43538,518,0,2252903
2106,326,48655,628,0,1908231
2367,330,45141,584,0,1952674
2669,326,46767,614,2,2417036
1176,341,45969,529,1,1146917
1979,300,49255,671,2,1890526
1307,305,44924,407,2,1346867
2236,310,42570,802,2,2144367
1358,333,46859,978,0,1309569
1220,338,43242,768,1,1259197
2352,319,42712,936,2,2221326
1103,352,48732,452,0,984832
1741,320,46862,646,2,1702751
2101,320,47878,736,1,2005696
1889,317,43293,680,0,1633396
2955,320,44866,432,2,2646134
2627,318,43674,947,0,2265880
2353,303,48221,742,1,2149278
1492,312,45663,638,1,1433759
1054,317,48153,891,0,1116155
2278,351,47587,576,2,2158392
1056,328,43359,443,1,1121404
1241,324,42635,703,1,1330777
2681,355,43209,668,2,2482784
1913,312,49713,799,0,1702020
1381,326,49288,830,0,1263339
2535,359,48735,820,2,2353437
818,318,48861,530,1,999113
1924,348,44612,809,1,1794435
2180,300,47787,624,2,2043493
2365,337,43297,542,2,2168538
2880,318,48553,977,0,2488886
2793,351,42357,939,0,2428805
2347,300,47766,524,2,2264309
1661,339,48241,611,1,1663410
954,316,47102,827,0,845037
1704,320,42240,836,2,1830005
2069,321,44604,991,1,2057791
1204,314,48854,637,0,1080189
1643,349,46064,727,2,1636308
2582,338,43826,518,2,2416577
2364,347,49281,445,1,2070570
1984,338,45558,483,1,1880152
1546,331,45860,751,2,1632678
2525,348,47360,412,1,2186817
1070,303,46251,571,2,1204592
1569,343,46447,633,1,1507108
2515,344,46139,580,1,2153797
2310,331,48735,450,0,1910071
971,303,49479,794,0,922809
1073,352,42137,828,1,1164788
1958,300,45734,673,2,1948892
2506,332,43967,606,1,2307323
2571,306,48579,547,0,2151123
1221,308,46849,699,2,1262580
2244,300,42142,852,1,2042463
2009,315,49167,948,1,1882163
1379,317,47942,782,1,1340154
1690,353,49466,933,1,1660116
1521,346,45633,632,0,1399974
1680,305,48405,528,0,1449097
1921,301,44559,969,0,1775160
2807,308,48816,636,0,2441584
2869,303,46157,981,2,2710638
2273,344,47686,974,2,2178296
1182,322,47542,884,2,1329300
2981,353,47515,640,1,2686222
2249,342,44019,622,2,2176615
2390,344,48174,498,0,1980251
2586,342,49497,956,0,2340922
943,350,49092,672,1,994678
2686,307,44849,798,2,2474598
2502,338,43192,916,1,2304423
2235,324,44313,829,1,1998183
1023,315,44355,922,2,1255496
1019,334,44506,747,1,1142982
978,316,49352,950,2,1143071
2454,317,42333,850,2,2344866
1232,359,44562,441,1,1239786
1064,326,48584,493,0,904415
1753,314,44720,885,2,1738502
1228,359,44438,916,0,1176142
2377,316,43795,963,0,2100434
1279,342,49078,549,2,1357448
2153,304,48703,898,0,1916816
1689,315,42253,770,1,1558685
1724,314,45657,884,1,1595515
2970,341,49502,782,0,2488494
2702,345,43423,591,1,2426537
2210,333,45237,620,2,2160727
2162,347,45331,446,2,2036233
1577,318,43027,526,0,1422529
828,307,48007,406,1,833341
834,346,44166,515,0,773559
2219,309,47091,963,1,2134167
1388,304,45994,765,2,1506459
1703,351,42469,445,1,1582024
2969,347,47589,792,1,2648338
1139,352,48928,422,0,960182
974,325,49660,530,2,1110691
2723,321,49905,526,1,2420137
2514,343,47983,844,2,2512354
1396,322,47619,708,1,1375314
1250,312,43093,832,2,1367826
1356,308,46789,872,1,1393372
1959,348,44912,447,2,1950907
2156,319,48919,481,1,1959445
2856,327,47489,508,2,2598547
1816,343,48140,662,1,1667911
2862,356,42180,430,1,2455991
1638,336,46067,757,2,1722263
2437,323,45076,967,0,2149267
1025,343,43220,879,1,1217620
2613,332,46142,588,1,2333414
2960,319,45623,404,0,2493715
2820,359,46729,685,1,2487914
2251,347,49814,793,2,2140611
2848,329,47259,854,0,2508566
2314,343,47784,825,1,2197910
2031,308,43563,426,2,1880067
2445,344,47546,526,2,2246406
2535,348,46684,534,0,2123924
1105,316,49854,934,0,1125417
2859,335,45632,730,0,2472600
2523,313,47973,791,2,2392084
2489,318,44357,407,1,2153940
2317,306,48417,660,2,2286137
2191,358,43562,598,2,2143536
1219,302,46935,997,0,1094624
933,332,43413,785,1,1067177
2830,343,44506,871,2,2645367
2250,331,46828,578,0,1906757
2353,346,49801,849,0,2112791
1964,310,48504,639,1,1836900
2669,341,43017,923,1,2445601
2619,301,49236,582,0,2186606
2142,325,45654,757,1,2036550
2264,303,48805,775,1,2024410
1879,316,48842,937,2,1949990
1978,316,47550,481,1,1803640
2495,327,49028,757,0,2166866
910,329,42757,584,1,937967
2984,339,45779,687,2,2754362
1267,322,49199,461,1,1158038
1613,345,48098,906,2,1755391
2072,323,42620,861,1,1930062
1793,328,43888,429,1,1606500
2831,303,45584,430,0,2360668
1122,337,42181,692,0,1038386
1703,328,48829,572,1,1660253
2341,318,44728,527,1,2011904
2799,326,44295,485,2,2553219
2615,328,44667,714,2,2534803
947,355,47416,427,0,868905
1941,335,43799,521,1,1787552
1649,334,48173,650,1,1569308
1166,351,47421,972,2,1317038
1889,305,43499,802,1,1818208
2838,358,49016,842,1,2552017
974,322,47043,671,1,1041243
2654,338,47471,512,2,2474698
1387,345,42984,793,2,1511846
1294,343,45553,418,2,1345348
1937,347,44364,864,1,1889114
2584,351,48880,590,2,2458222
1970,307,47516,892,0,1813738
834,354,49256,562,0,854990
1798,301,45305,694,2,1864568
2132,312,44215,978,2,2060903
1837,339,44790,472,1,1823315
1173,356,42125,961,2,1360436
2251,320,44620,708,2,2150707
2551,330,46215,701,0,2210550
1504,351,43451,707,0,1292710
1362,347,43008,523,0,1227553
2673,335,43213,660,0,2251816
2923,347,45704,594,2,2682752
1238,351,47547,750,0,1169946
2683,337,48703,888,1,2416088
2779,326,49369,599,1,2374053
1498,335,45130,907,2,1614748
2112,347,42696,979,1,2006967
2363,322,44270,845,0,2089544
1491,354,43515,479,0,1289576
2000,320,43034,868,1,1861057
2434,312,44840,841,2,2324729
2433,336,49868,671,0,2109344
926,346,43535,742,0,944537
2306,325,42813,523,1,2029422
1991,339,42309,622,2,1977938
1093,306,43011,889,2,1304493
2166,345,48892,696,1,2020169
1819,338,47153,518,0,1671928
1218,321,43018,475,1,1101782
1243,338,45411,657,1,1344771
1484,322,45718,931,1,1461388
2262,357,48624,750,0,1994389
884,329,48717,676,0,865924
2567,317,46920,654,1,2238031
884,341,45810,663,2,1087881
2744,317,44044,428,1,2444242
2912,345,43116,866,0,2545471
2469,309,46723,434,2,2208279
1462,338,43156,693,2,1467407
1426,329,48987,602,0,1247684
863,325,42988,467,0,867986
1718,306,44466,530,1,1604952
2175,306,47587,510,0,1762025
1981,304,43828,923,2,2092199
2412,300,49611,687,1,2261973
1290,345,49872,442,1,1188300
2678,317,44077,693,2,2480793
2740,312,48088,684,0,2334892
1112,324,44345,963,1,1228992
1718,339,43084,418,2,1689202
2682,307,44505,906,2,2512535
1612,309,46044,946,2,1764409
2289,331,44351,447,0,2028783
2126,316,45005,618,0,1842227
1479,337,46435,587,0,1293407
1234,314,44495,430,0,1173105
1481,314,47955,658,2,1427172
1958,356,47421,743,1,1792824
1873,347,49024,707,2,1911020
2255,339,48683,470,1,2089395
2170,350,48628,706,1,1983586
1448,319,42076,967,1,1585972
1044,314,47752,498,0,833046
2956,334,44562,420,2,2724692
1095,305,43572,964,1,1192727
2959,329,49087,405,2,2645226
2412,356,48802,630,0,2122168
2948,307,46187,481,1,2555058
2427,330,47970,616,0,2031745
827,347,49952,734,0,836517
2785,346,46561,958,2,2638846
2360,331,48609,993,1,2168982
857,344,45670,952,0,869109
2321,357,45111,858,2,2230108
1096,351,44737,486,1,1014711
2981,314,43352,914,1,2603100
1701,317,47404,912,0,1610444
2764,312,42946,986,0,2357106
1898,323,46649,877,0,1713724
2477,339,45868,897,0,2089071
1991,313,45137,848,1,1957870
1570,327,49803,987,0,1461246
2326,310,49824,659,0,2068968
2178,305,48136,936,0,2055384
2048,355,49799,599,1,1816488
2354,324,48252,862,2,2242587
945,300,45486,493,2,1117749
2783,324,46187,751,1,2465773
2064,301,43002,507,2,1986468
2707,331,46463,754,1,2442725
2572,312,42819,868,0,2133937
1858,332,42422,494,2,1853225
2848,331,42571,490,1,2490349
2819,355,44909,443,1,2406339
952,323,49906,855,0,1031082
1307,326,47359,783,1,1288091
1290,303,46530,422,2,1298311
1144,323,48355,422,0,930543
2735,322,43423,633,1,2464794
2561,328,43633,710,0,2213687
1020,333,48669,816,1,1013807
2738,320,43753,732,2,2569456
2742,329,42467,974,2,2650473
1522,325,47289,502,0,1362085
1327,319,47938,899,1,1428379
2322,315,46887,882,0,2024222
2464,302,44922,588,0,2196778
1280,348,48353,859,2,1418217
2671,336,44303,588,0,2315655
2262,357,43706,750,1,2145701
2225,339,42072,980,2,2329637
1144,343,42146,513,1,1085106
844,324,49507,503,0,759979
2868,322,42316,907,2,2705624
2457,343,49785,744,1,2217985
2687,358,42605,420,1,2315671
2895,300,42574,786,0,2416215
2314,332,43177,608,1,2100011
1801,314,45326,882,0,1677206
1833,316,45422,872,0,1678754
2840,333,44594,792,0,2370015
1073,316,44882,915,0,981382
1755,351,42311,587,2,1746241
2579,357,44855,745,1,2322593
1180,340,42764,751,1,1199584
2152,343,49836,940,2,2117854
1278,303,48277,997,0,1216869
2862,312,44995,446,0,2406340
1315,303,45200,476,0,1221931
990,306,42435,742,0,913233
1991,345,45351,590,2,1955227
1960,358,46453,942,1,1883079
2211,308,44977,435,0,1786542
1071,322,44930,823,0,1009210
942,332,44299,750,0,925135
2712,332,42134,587,1,2516033
1892,319,45914,926,1,1783082
1587,303,46618,733,2,1605499
2926,300,42803,882,1,2657138
2481,353,44707,615,1,2224256
1422,341,44366,557,0,1207401
1737,333,46175,640,1,1552116
1918,326,45262,695,0,1601158
1416,320,43476,861,2,1567848
1831,323,45415,444,0,1522768
866,314,49197,894,2,1210714
990,334,44461,574,1,1001539
1320,324,45942,745,2,1464367
1789,354,44040,455,0,1486216
1940,308,46463,965,1,1874541
2434,316,43006,740,1,2285975
1987,320,49908,507,0,1694499
1175,359,42992,613,1,1130569
1452,312,46691,898,0,1342854
1348,302,49669,796,2,1446855
1897,303,49829,949,2,1878248
872,303,43896,896,1,1078987
998,342,45065,572,0,935344
2581,327,44748,504,0,2250436
1371,306,47140,951,2,1560733
1590,325,48692,878,0,1553779
2438,310,48389,798,1,2167385
2631,323,48426,833,1,2424620
2655,342,44661,593,2,2438974
2310,309,44978,865,0,2033844
1974,336,48949,740,1,1794849
978,312,48375,458,1,1110690
1534,343,48459,937,1,1499837
2936,341,48981,877,0,2578787
1598,338,43823,502,2,1535800
1587,318,45407,932,2,1663717
1008,350,48107,991,1,1179940
1292,318,48095,721,2,1415876
2457,311,46506,948,1,2228317
1531,351,48388,413,1,1394034
1929,321,46482,855,0,1743037
2405,346,48832,620,1,2169318
1393,336,43748,790,1,1327924
2015,355,48501,572,0,1729948
1124,329,47117,480,0,1009065
1778,345,44661,735,2,1819536
2549,311,48941,624,0,2235096
2650,328,48165,434,1,2361573
2290,320,42018,587,0,1986578
1693,310,45358,623,0,1517168
2190,359,42275,893,2,2176630
943,336,46078,710,0,965646
1183,347,46754,920,1,1337020
1016,357,44945,980,1,1082513
2315,317,46647,939,1,2137903
2290,343,46774,768,0,2057953
2435,358,46698,874,0,2095617
1967,326,49239,430,1,1716046
910,336,42364,631,0,843153
1813,347,43973,896,2,1855023
1031,311,42794,965,2,1213709
2514,322,47454,574,2,2365322
2555,333,48795,697,2,2390717
2377,337,47870,764,1,2158778
2096,322,42589,485,0,1710705
1772,352,46294,976,2,1864968
1830,324,48160,488,1,1713212
1317,303,46313,453,2,1354631
1713,329,42740,760,0,1550573
2981,329,46745,875,2,2788268
2744,312,44194,628,2,2593387
2262,341,49377,933,2,2229325
2672,348,42669,772,2,2446895
2107,313,43437,868,0,1974592
1698,355,46760,819,1,1709073
1898,346,42855,931,2,1928670
1989,307,44377,799,1,1878530
2012,354,46990,583,0,1763063
2925,323,46033,961,0,2514419
1487,317,43893,489,2,1563383
2868,334,49519,782,1,2622979
1365,324,43186,768,2,1461794
2007,316,43842,473,0,1754003
2694,331,48244,668,2,2562341
1626,355,42326,414,2,1616933
2151,323,48470,728,1,1935855
2611,306,45226,791,0,2301111
1882,312,48153,833,2,1895433
2150,326,44400,743,2,2034602
2444,347,46278,594,2,2347721
990,304,46550,435,1,1010704
2023,335,47765,604,0,1749250
2135,325,46101,456,2,2123662
1507,341,49500,509,2,1502143
1178,344,46015,895,2,1296057
1186,330,47452,624,0,1102668
1415,309,49425,785,1,1401636
2342,345,46306,463,1,2060147
2848,325,42050,751,2,2719493
2554,321,43468,862,2,2379884
1263,311,49826,719,1,1290220
1766,331,43009,756,1,1689217
971,326,46472,492,1,995595
1946,332,48783,699,2,1975846
1642,352,45557,893,2,1817059
2121,351,48913,994,1,2018056
2708,319,43074,788,1,2488666
1489,338,42153,833,0,1380952
2307,340,42581,501,2,2171000
2824,339,42787,777,0,2458396
2522,358,46886,982,1,2345014
1182,312,45381,737,2,1267570
2212,313,49566,891,2,2234967
2383,343,48277,459,0,2042651
2850,339,44267,908,0,2480641
1171,352,46258,791,0,1085902
2510,321,42970,518,0,2146546
2269,317,42647,870,2,2197156
1410,347,48712,727,1,1404729
915,328,47621,420,1,927717
1246,342,42945,496,1,1175841
2191,315,46784,912,0,2036147
2140,345,48258,749,1,1936686
1214,334,47618,531,0,1059823
2608,352,43495,945,0,2331257
1847,333,44047,998,1,1813743
2673,302,43172,431,1,2377053
1873,303,49408,658,1,1775247
1517,353,46218,875,2,1573220
2158,304,46899,432,0,1866188
2405,309,44886,787,2,2269188
1361,351,47188,960,1,1455757
1186,328,48969,855,2,1291195
1501,331,46158,993,2,1580916
1772,330,42732,543,1,1608731
2184,301,45087,623,1,2006870
1783,311,45461,616,0,1567094
2311,326,48733,555,0,1986710
1151,304,43657,919,2,1318268
2524,336,47043,435,1,2225046
2751,326,49425,408,0,2279541
2079,322,48360,439,0,1696384
2707,332,42478,868,2,2490293
1552,303,43137,578,2,1536591
1824,358,45953,900,2,1845591
1345,320,48092,772,1,1424438
2269,323,47499,467,0,1878536
878,343,49825,823,0,834509
2059,330,42976,914,0,1759777
1688,343,42236,763,2,1749435
1905,347,44523,850,1,1805129
2790,323,46043,915,2,2571048
2300,348,48050,728,2,2206375
1720,352,42597,769,1,1622493
1349,309,43702,996,1,1462979
2861,348,44176,786,2,2634292
1191,348,44557,946,1,1348761
2180,349,42164,513,2,2076877
1773,301,44324,970,0,1612138
1139,330,48400,437,1,1107091
1556,324,49299,944,0,1469391
1845,303,45039,776,1,1737445
1738,350,42569,798,2,1725475
1647,310,45328,602,2,1689579
1241,316,42140,601,2,1382589
929,343,42685,499,2,1115777
1396,301,42686,797,2,1487504
2758,305,45280,849,2,2650570
2305,308,44763,517,1,2083050
1661,304,49166,820,1,1598281
1798,319,45590,642,0,1559258
2351,328,44038,940,1,2235637
2440,320,43074,626,1,2113363
2311,308,47622,900,0,2118399
2536,327,47378,612,0,2178587
2249,354,44225,512,2,2093871
2657,307,47017,772,0,2264308
1064,330,48686,698,0,990005
2262,319,49523,418,1,2049397
956,326,43341,410,2,1083013
2245,307,43689,407,0,1874170
2432,353,45010,552,2,2251107
1694,320,42363,949,2,1780938
2944,327,47174,534,0,2620249
1312,322,49323,772,0,1361704
1015,305,43067,860,0,1056116
2972,302,44640,634,0,2485240
2506,304,45749,654,2,2393078
2906,308,44030,985,1,2604396
2367,306,48685,727,2,2247724
2953,359,48465,761,2,2805678
1928,303,48791,773,2,1904825
1027,338,48157,608,0,950774
2287,304,47476,666,0,1957460
1601,310,47602,953,1,1550804
2422,314,42617,905,1,2225468
2705,333,46454,963,1,2514916
1271,312,47437,820,2,1434987
1879,353,45146,707,1,1781455
2860,347,43982,536,2,2675767
1841,306,47710,818,0,1570244
2960,339,42193,594,2,2710598
1028,305,46458,494,0,905646
970,355,43119,889,0,1075080
1094,338,47159,657,1,1115412
988,349,48911,424,0,934622
1225,329,48540,631,1,1277367
1776,321,46202,731,1,1669003
1902,324,49184,620,1,1813200
1718,327,42526,696,2,1786319
1298,353,43952,602,1,1320334
2621,319,49154,742,1,2339957
1665,338,46879,992,0,1480455
1625,302,49666,604,2,1747787
2658,304,48668,476,1,2327128
2918,300,43782,949,1,2693795
945,314,47845,441,1,941451
2441,325,49830,854,0,2249723
2119,302,49971,581,0,1806582
1269,339,47162,594,0,1160695
992,356,44673,989,1,1229768
1891,340,47961,787,1,1712080
851,346,49760,540,1,971385
2620,341,44397,426,1,2301425
2669,333,45724,714,1,2434605
2586,351,49197,720,0,2217869
2254,304,47560,847,1,2174357
2667,330,47101,692,2,2452614
2807,350,44589,635,1,2496417
2234,312,45526,856,0,2025323
1639,342,45849,466,1,1485064
1040,300,43634,575,2,1172733
1335,321,45009,909,1,1319093
2207,314,42093,490,2,2063413
882,325,45794,565,2,1170656
1781,317,45366,837,0,1679662
1750,347,49716,450,2,1745630
1410,308,48139,665,1,1399675
1373,300,44946,920,2,1423605
1788,342,42088,486,1,1639566
1258,308,48049,451,1,1262919
2973,322,44550,578,1,2592443
2322,342,44814,677,1,2132609
2784,344,48137,638,0,2326643
2366,357,48357,984,1,2157895
2959,301,43445,738,0,2648255
921,313,46621,471,2,1157768
1072,337,48335,773,1,1129606
2117,339,43830,979,2,2071826
1197,317,44741,916,0,1114013
1784,315,48785,637,1,1695309
2030,352,49391,865,1,2016274
1933,328,42554,520,0,1636114
2101,343,45764,812,2,2074884
2710,310,44434,969,0,2389179
2305,305,42680,442,2,2235201
2716,302,48919,903,2,2587425
1619,313,47593,596,2,1565004
2756,359,43631,471,1,2458941
978,301,42202,490,0,908220
1696,331,49153,948,1,1624508
2772,330,46542,890,0,2469757
2351,310,45918,782,2,2241649
1291,321,49043,865,1,1343426
860,302,45139,553,1,925438
1877,349,47211,569,1,1722640
2503,330,46873,671,2,2317204
864,332,44225,509,0,842000
1385,323,43686,550,2,1377508
2527,300,42828,830,1,2353304
1334,343,46654,850,1,1316320
2955,314,49170,422,2,2610774
2670,336,44022,766,1,2480519
1804,326,42102,638,1,1696007
2029,337,47392,833,0,1716179
1839,347,43557,526,0,1597466
1126,326,46211,940,0,1140285
1407,343,46954,597,0,1298776
801,311,46087,881,0,798469
1833,302,44511,578,0,1569947
924,329,42103,922,1,1052418
1904,331,48402,836,1,1863716
2661,322,47427,713,0,2226484
1973,301,45438,418,2,1818688
928,306,47024,559,0,942742
1237,333,44857,521,1,1275817
1550,331,48785,471,2,1508511
2021,352,42806,454,2,1910105
1701,338,49166,859,2,1859812
2892,331,49469,568,1,2592705
2102,342,46655,981,2,2097097
2233,342,44074,548,1,2074634
1190,313,48651,425,1,1133390
1867,302,42526,647,0,1650240
826,345,48918,626,1,892646
1347,331,45436,883,2,1510675
1366,342,47048,409,1,1331510
1503,335,42297,494,1,1433336
2042,316,46872,520,0,1783291
984,347,42360,525,0,970623
2390,302,45717,948,1,2244584
2713,356,46599,468,1,2397737
1647,309,43976,696,1,1597983
1398,352,48731,900,0,1381484
1605,346,44077,444,0,1348300
2157,339,47558,781,2,2124295
2926,317,45411,426,2,2552042
2678,302,44173,896,2,2526973
1345,338,46691,535,2,1498820
2432,309,43589,448,0,2015489
2879,351,43389,906,0,2424715
2726,308,49962,520,1,2357910
1416,345,47971,616,2,1513673
2003,354,45514,925,1,1903077
2559,345,42262,973,1,2312959
1025,310,44983,442,0,988788
1469,359,44919,495,1,1418005
2563,332,49389,426,1,2199308
1716,335,43863,641,0,1511053
2973,325,42001,886,0,2682682
2921,326,43933,639,0,2469812
2014,337,42393,703,0,1688187
2505,321,42305,466,2,2340984
2642,325,47265,680,2,2489707
2783,321,42529,591,2,2631535
855,304,46623,518,1,887871
1519,334,45379,551,2,1568722
2879,301,42964,791,0,2493073
1373,334,46019,630,2,1445385
1466,308,42670,750,0,1358650
1083,350,46068,970,2,1312605
2544,350,49507,928,2,2470766
1297,348,48495,570,0,1219751
2265,317,48953,531,0,1824969
929,342,48352,756,1,941559
1438,311,47053,441,1,1369523
2961,302,44252,704,1,2634918
2860,317,44672,405,2,2538480
1785,355,43713,728,2,1778977
1792,337,46044,569,0,1527529
2921,306,46816,737,0,2533566
900,332,42635,468,1,889883
1226,305,47134,938,0,1199098
840,317,49001,906,2,1125204
1228,344,45499,885,0,1137602
1143,321,48619,842,0,1036685
1165,350,48441,450,0,1006279
1408,338,46652,548,0,1214064
1527,350,43117,986,0,1442628
1624,308,44154,491,1,1432147
2175,334,49586,767,1,2095362
1688,322,49445,979,2,1704430
2843,311,46223,475,1,2422113
2141,351,48089,485,0,1835227
2096,323,48602,626,1,1916861
916,349,42037,762,2,1175417
1917,339,43632,967,1,1834623
967,308,46293,991,2,1177578
2538,312,45775,423,2,2367559
2164,339,48500,427,2,2085773
1494,353,44054,520,0,1224016
1724,341,46085,889,2,1781931
951,316,49723,744,1,1138125
1385,306,45403,430,1,1282672
1712,316,42518,626,1,1622361
2377,354,44241,649,2,2304509
1295,349,44363,449,2,1371999
2948,323,47120,788,0,2484320
1356,301,47181,687,2,1438597
1905,334,48486,990,1,1781553
2352,327,48744,874,0,2024182
2920,318,43041,405,1,2592646
956,332,46715,811,0,991081
1534,320,49814,723,2,1682077
2979,352,43394,798,0,2610927
2227,309,44869,681,2,2130637
1358,352,49746,590,2,1376266
2954,345,45676,984,1,2751679
954,344,45721,899,2,1196066
1796,308,45772,979,2,1892567
1330,337,47690,833,2,1480883
2771,305,47818,462,1,2488547
1528,350,42234,852,2,1538336
1977,352,45140,892,1,1821419
953,341,42446,841,0,908304
891,354,46705,706,1,994575
2303,334,42007,525,1,2045436
2516,317,46557,664,2,2422517
2816,352,42999,406,1,2455067
1586,318,43334,812,0,1567369
1072,304,42133,605,1,1183697
2827,324,44432,578,2,2604800
976,310,42055,867,0,905994
1442,309,47088,895,2,1587210
2698,316,47479,842,2,2491683
1366,335,48090,627,1,1291033
1465,325,45185,545,2,1482068
2131,330,43111,969,0,1898763
2598,331,48281,695,0,2266409
1869,320,45179,640,0,1660087
1207,317,43523,686,0,1072541
2012,359,48678,425,1,1802632
2653,317,42143,851,0,2244674
1952,300,44916,505,1,1802184
1941,313,48799,639,2,1808121
943,307,44103,817,2,1125823
1286,301,42619,731,1,1262011
1659,350,43886,441,2,1664562
2735,314,47125,955,2,2558964
947,359,48685,434,0,824719
2159,333,48590,746,2,2117730
2157,335,44020,783,2,2125831
889,300,43408,912,1,960621
2157,350,49474,687,0,1914885
998,320,44921,432,2,1228128
1337,341,46734,494,2,1366547
1100,300,45373,604,1,1058913
1523,331,47752,429,2,1528297
2398,319,45476,665,0,2002810
2259,353,48754,422,0,1901188
867,346,49845,438,0,778232
2337,335,42836,572,1,2139647
1197,338,45902,812,0,1053674
1419,329,49920,813,0,1240298
2384,306,43585,608,0,2067546
1963,321,46875,421,0,1702459
1529,356,42836,404,0,1218727
1355,349,44557,613,0,1304546
2752,344,49240,538,1,2475106
2551,309,44859,994,0,2225958
1795,355,48707,716,2,1806598
2759,307,46360,975,1,2423642
2401,326,49394,555,2,2288250
2280,309,47312,823,2,2166467
2934,313,43397,899,0,2529192
1902,345,45822,490,2,1835937
2203,358,48153,441,2,2133727
2977,351,46397,694,2,2765956
2099,353,45430,736,0,1830615
2522,310,49907,400,0,2088627
1698,305,48073,508,0,1491329
2006,320,42804,524,1,1825604
2335,332,43075,463,0,1969415
877,318,47871,605,0,843587
2332,338,46194,814,2,2236397
1037,323,44640,643,0,900549
1957,317,45084,989,2,1980880
2796,334,43413,615,0,2379753
2015,351,48073,927,0,1826411
1077,342,46452,965,0,1026176
1323,336,43663,779,0,1195371
979,318,49983,478,0,981658
922,352,44975,814,0,885467
2069,323,46106,852,0,1871821
2557,355,46176,548,2,2337724
1894,333,49428,437,1,1629638
1279,321,44053,556,1,1249660
2597,303,49625,732,0,2274752
2931,356,44420,687,1,2587755
1615,309,44528,511,2,1514292
1242,301,46317,490,2,1199618
942,307,43940,448,2,1120624
991,332,49977,560,1,1025684
2210,358,45152,915,1,2103772
1177,337,43946,801,1,1234627
1334,342,42514,719,0,1174831
2516,358,49227,763,2,2375431
1832,327,42220,841,2,1769521
2210,309,48492,874,0,2010389
2940,344,49728,711,1,2632337
2789,300,42227,931,2,2673654
1977,333,44337,988,1,1964817
1204,302,46388,619,0,1088921
1972,308,48953,896,1,1840024
1688,304,45264,742,0,1513233
1221,341,42955,493,1,1260126
2441,309,43497,532,0,2000687
1271,311,43280,900,2,1417712
1346,317,43978,571,0,1251496
1430,357,43529,408,1,1363201
1837,320,46483,720,2,1887905
2629,320,44662,497,1,2246314
1163,300,49565,568,1,1218320
2966,302,44413,710,0,2503130
1345,304,44705,742,0,1139313
1433,324,48433,829,1,1416902
2736,357,49936,955,0,2360697
2480,348,49476,899,1,2277943
1762,307,49445,684,0,1490698
1682,316,45535,659,0,1491593
1670,308,46284,894,1,1606083
1315,331,42917,754,2,1523037
2220,305,43201,613,0,1926859
1665,348,49695,599,1,1585582
2953,339,47019,635,2,2699646
1908,320,49131,535,0,1716689
1013,306,44422,821,0,1018606
818,306,43621,740,1,997717
1441,346,42759,741,0,1375290
1904,338,47573,929,1,1811397
1129,353,48360,787,1,1219564
1665,326,47161,403,0,1474322
1573,307,46289,798,2,1685215
1191,308,47446,821,0,1157214
1436,327,47492,810,2,1464723
1825,314,43488,612,0,1600988
2474,301,46258,959,2,2396231
1539,306,46371,957,0,1446086
2345,346,46459,957,2,2346715
1268,317,43665,447,2,1291853
1935,321,48918,586,0,1692946
1831,349,48623,901,0,1663833
1673,309,48832,930,1,1678909
1259,353,44002,874,2,1494557
2349,349,42459,441,0,2020222
1551,332,49432,660,1,1522154
2261,306,48682,447,0,1867376
2577,302,45021,985,2,2401022
1653,313,49553,845,0,1524790
2129,343,48228,620,0,1839847
1277,345,47827,742,1,1315049
934,335,47435,637,0,865447
